﻿msg_0,"[color(yellow)]女教員[color(white)]
橿原先生…こころざし半ばで…
さぞ無念だったでしょう…
ううぅぅ…
[wait][clear][color(yellow)]女教員[color(white)]
あなたの研究は、必ずこの私が引き継ぎ、
完成させてみせますっ！
うううぅぅ…
[wait][clear][end]"
msg_1,"[color(yellow)]女教員[color(white)]
あ…あら…
あなたは？
[wait][clear][color(yellow)]女教員[color(white)]
え？この鉄板？
ああ…この上で事故があって…
危険だからフタをしてもらったの。
[wait][clear][color(yellow)]女教員[color(white)]
生徒達のために。
そして、弱い自分に決別するためにね…
[wait][clear][end]"
msg_2,"[color(yellow)]女教員[color(white)]
え！？この鉄板を外せですって！？
あなた今の話聞いてなかったの？
つけたばかりなのよ、冗談じゃない！
[wait][clear][end]"
msg_3,"[color(yellow)]女教員[color(white)]
……
あ…でも待って…
そうねぇ…条件によっちゃ考えないでもないわ…
[wait][clear][color(yellow)]女教員[color(white)]
私はこれから世界の歴史をくつがえす、
大発見に向け、研究を続けなければならないの。
だけどそれをする為には資金がいるわ。
[wait][clear][color(yellow)]女教員[color(white)]
あなたが投資してくれると言うなら…
この鉄板、外してあげないでもないけど。
いかがかしら？
[wait][clear][end]"
msg_4,"[color(yellow)]女教員[color(white)]
あら、気が変わったのかしら。
快い返事が聞けると嬉しいのだけど。
[wait][clear][end]"
msg_5,"投資してくださる？
[end_choice][clear][end]"
msg_5_Choice1,はい
msg_5_Choice2,いいえ
msg_6,"[color(yellow)]女教員[color(white)]
あらそう！！あっそう！！
なら仕方ないわね。
この話は無かった事にしましょう。
[wait][clear][end]"
msg_7,"[color(yellow)]女教員[color(white)]
あら、本当！だったら話は早いわ。
取り敢えず、あなたが今持ってるお金は、
資金の一部として提供していただくわね𝅘𝅥𝅮
[wait][clear][end]"
msg_8,"[color(yellow)]舞耶[color(white)]
……！？
[wait][clear][end]"
msg_9,"[color(yellow)]女教員[color(white)]
それから…
当面必要な資金としては…
鳴羅門石の成分分析と地質調査と…磁場解析で…
[wait][clear][color(yellow)]女教員[color(white)]
ざっと、５００万円というところかしら。
もちろん、あなたならその程度の額、
なんでもないわよねぇ♥
[wait][clear][end]"
msg_10,"[color(yellow)]女教員[color(white)]
お金の準備はできたかしら？
[wait][clear][end]"
msg_11,"ささ、５００万円払ってちょうだい。
[end_choice][clear][end]"
msg_11_Choice1,はい
msg_11_Choice2,いいえ
msg_12,"[color(yellow)]女教員[color(white)]
きゃーーーー！！
ホントに持っているなんて、
あなた凄いわねぇ！感激だわ。
[wait][clear][color(yellow)]女教員[color(white)]
じゃあ約束通り、この鉄板、外しといてあげる。
ただ、業者も引き上げたばかりだし、
少し時間がかかると思うの。気長に待っててね。
[wait][clear][end]"
msg_13,"[color(yellow)]女教員[color(white)]
あらちょっと待って…
ひい…ふう…みい…
お金が足りないわよ！
[wait][clear][color(yellow)]女教員[color(white)]
きっちり５００万円。オマケは無しよ！
ここで待っててあげるから、
さっさと準備して払ってちょうだい。
[wait][clear][end]"
msg_14,"[color(yellow)]女教員[color(white)]
あら、まだお金の準備ができてなかったかしら。
いいわ。ここで待っててあげる。
早く持ってきてちょうだいね。
[wait][clear][end]"
msg_15,"[color(yellow)]女教員[color(white)]
約束通り、この鉄板、外しといてあげる。
ただ、業者も引き上げたばかりだし、
少し時間がかかると思うの。気長に待っててね。
[wait][clear][end]"
