﻿msg_0,"[color(yellow)]ガブリエル[color(white)]
お久し振りですわね、[var(msg_var_0)]…
[wait][clear][end]"
msg_1,"[color(yellow)][var(msg_var_0)][color(white)]
これは、ガブリエル様！
お目にかかれて嬉しゅうございます…
[wait][clear][end]"
msg_2,"[color(yellow)]ガブリエル[color(white)]
かたくならないで下さい…
あなたに、お頼みしたい事があります。
この者の力となっては頂けないでしょうか…
[wait][clear][end]"
msg_3,"[color(yellow)][var(msg_var_0)][color(white)]
承知いたしましたわ！
ガブリエル様の命令ならば喜んで…
[wait][clear][end]"
msg_4,"ところで、わたくしにどうして欲しいのです？
[end_choice][clear][end]"
msg_4_Choice1,契約して欲しい
msg_4_Choice2,カードが欲しい
msg_5,"[color(yellow)][var(msg_var_0)][color(white)]
そうですわね…
でしたら、あなたにわたくしのカードを
差し上げましょう。
[wait][clear][end]"
msg_6,"[color(yellow)][var(msg_var_0)][color(white)]
わたくしもこれで、あなたの守護天使。
次回の出会いを楽しみにしていますわ。
では、いずれ…
[wait][clear][end]"
msg_7,"[color(yellow)][var(msg_var_0)][color(white)]
あら、たくさん契約してますわね。
これでは、わたくしが契約できませんわ。
[wait][clear][end]"
msg_8,"どなたかの[color(green)]契約を破棄[color(white)]して頂かないと…
[end_choice][clear][end]"
msg_8_Choice1,[pact_demon(0)]
msg_8_Choice2,[pact_demon(1)]
msg_8_Choice3,[pact_demon(2)]
msg_8_Choice4,契約しない
msg_9,"[color(yellow)][var(msg_var_0)][color(white)]
[color(green)][var(msg_var_4)][color(white)]のカードです。
[color(green)][var(msg_var_5)]枚[color(white)]あります。
大事に使って下さい、それでは…
[wait][clear][end]"
msg_10,"[color(yellow)][var(msg_var_0)][color(white)]
あなた、カードを持ち過ぎの様ですわ。
[wait][clear][end]"
msg_11,"[color(yellow)][var(msg_var_0)][color(white)]
仕方ありませんわね…
でしたら、[color(green)]傷の治療[color(white)]だけでもしておきます。
あまり無茶をしない様に気を付けて下さい。
[wait][clear][end]"
msg_12,"[color(green)]選択肢ジャンプの挙動エラーです[color(white)]
[end]"
