﻿msg_0,[end]
msg_1,[end]
msg_2,[end]
msg_3,[end]
msg_4,[end]
msg_5,[end]
msg_6,[end]
msg_7,[end]
msg_8,[end]
msg_9,[end]
msg_10,[end]
msg_11,[end]
msg_12,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
ボク、にんきものかにゃ？
[wait][clear][end]"
msg_13,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
こたえるとナニかもらえるかにゃ？
[wait][clear][end]"
msg_14,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
ボクのコトしりたいかにゃ？
[wait][clear][end]"
msg_15,[end]
msg_16,[end]
msg_17,[end]
msg_18,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
なんのつもりにょにょ！
ふざけてるにょ！
[wait][clear][end]"
msg_19,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
キミ、したごころあるにょにょ！
みえみえにょにょ！
[wait][clear][end]"
msg_20,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
なれなれしいにょにょ！
[wait][clear][end]"
msg_21,"[color(yellow)][var(msg_var_0)][color(white)]
ぐちゃ！
ボク、キンチョーすると
とけちゃうにょ～…
[wait][clear][end]"
msg_22,"[color(yellow)][var(msg_var_0)][color(white)]
ぐちゃ！
キ、キミ、なんのつもりにょ～…
[wait][clear][end]"
msg_23,"[color(yellow)][var(msg_var_0)][color(white)]
ぐちゃ！
そのボウから、ボクのキライなニオイするにょ…
やめてほしいにょ～…
[wait][clear][end]"
msg_24,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
あたるかにゃあたるかにゃ？
いったいナニがあたるかにゃ？
[wait][clear][end]"
msg_25,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
キミ、ボクのコトよくしってるにょにょ！
なんでかにゃ？
[wait][clear][end]"
msg_26,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
もっともっと、うらなってほしいにょ！
[wait][clear][end]"
msg_27,"[color(yellow)][var(msg_var_0)][color(white)]
にょ～ん！
タダでうらない
ウレシイにょ～
[wait][clear][end]"
msg_28,"[color(yellow)][var(msg_var_0)][color(white)]
にょ～ん！
ボク、うらないハジめてにょ～
[wait][clear][end]"
msg_29,"[color(yellow)][var(msg_var_0)][color(white)]
にょ～ん！
あまりホメられるとテレるにょ～
[wait][clear][end]"
msg_30,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
アヤしいにょアヤしいにょ！
インチキのニオイがプンプンだにょ！
[wait][clear][end]"
msg_31,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
アテにならないにょにょ！
[wait][clear][end]"
msg_32,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
うらないなんかシンじられないにょにょ！
[wait][clear][end]"
msg_33,[end]
msg_34,[end]
msg_35,[end]
msg_36,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
ジケンかにゃ？ ジケンかにゃ？
[wait][clear][end]"
msg_37,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
ボク、とりしらべ、はじめてにょにょ！
[wait][clear][end]"
msg_38,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
ソレ、なんかカッコいいにょにょ！
[wait][clear][end]"
msg_39,[end]
msg_40,[end]
msg_41,[end]
msg_42,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
ハンニンあつかいだにょ！
[wait][clear][end]"
msg_43,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
なんのつもりにょ！
シツレイだにょにょ！
[wait][clear][end]"
msg_44,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
ケーサツごっこは、あきたにょにょ！
[wait][clear][end]"
msg_45,"[color(yellow)][var(msg_var_0)][color(white)]
ぐちゃ！
ボク、なにもしらないにょにょ…
そんな、オンナのコのコトなんて…
[wait][clear][end]"
msg_46,"[color(yellow)][var(msg_var_0)][color(white)]
ぐちゃ！
オ、オンナのコのコトなら、しらないにょ…
[wait][clear][end]"
msg_47,"[color(yellow)][var(msg_var_0)][color(white)]
ぐちゃ！
ト、トモダチといっしょだったにょ…
オンナのコなんかじゃないにょにょ…
[wait][clear][end]"
msg_48,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
それ、ボクのコエかにゃ？
いつとられたのかにゃ？
[wait][clear][end]"
msg_49,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
それキョーハクかにゃ？
ボクはじめてだにょ！
[wait][clear][end]"
msg_50,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
それでそれで？
[wait][clear][end]"
msg_51,[end]
msg_52,[end]
msg_53,[end]
msg_54,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
ボクのコト、オドしてるにょ！
そんなのボクにツーヨーしないにょ！
[wait][clear][end]"
msg_55,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
それインチキだにょ！！
[wait][clear][end]"
msg_56,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
ワルいヤツにょにょ！
おしおきするかにゃ！
[wait][clear][end]"
msg_57,"[color(yellow)][var(msg_var_0)][color(white)]
ぐちゃ！
キョ、キョーハクこわいにょ…
[wait][clear][end]"
msg_58,"[color(yellow)][var(msg_var_0)][color(white)]
ぐちゃ！
キョーアクじけん、はっせいにょにょ…
[wait][clear][end]"
msg_59,"[color(yellow)][var(msg_var_0)][color(white)]
ぐちゃ！
そんなコトいわれてもコマるにょ…
[wait][clear][end]"
msg_60,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
りかいふのうだにょ！？
どこのコトバかにゃ？
[wait][clear][end]"
msg_61,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
エラいヒトかにゃ？？
[wait][clear][end]"
msg_62,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
もえてるにょにょ！
[wait][clear][end]"
msg_63,"[color(yellow)][var(msg_var_0)][color(white)]
にょ～ん！
おもしろいハナシにょにょ！
[wait][clear][end]"
msg_64,"[color(yellow)][var(msg_var_0)][color(white)]
にょ～ん！
ものしりさんにょにょ
きっとエラいヒトにょにょ！
[wait][clear][end]"
msg_65,"[color(yellow)][var(msg_var_0)][color(white)]
にょ～ん！
かしこそうにょにょ！
ベンキョーおしえてほしいにょ～
[wait][clear][end]"
msg_66,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
ナニいってるかワカらないにょにょ！
[wait][clear][end]"
msg_67,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
ムズかしいこといって
ボクのコト、バカにしてるにょにょ！
[wait][clear][end]"
msg_68,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
「にほんご」ではなすにょにょ！
[wait][clear][end]"
msg_69,"[color(yellow)][var(msg_var_0)][color(white)]
ぐちゃ！
アツすぎてとろけちゃうにょにょ…
[wait][clear][end]"
msg_70,"[color(yellow)][var(msg_var_0)][color(white)]
ぐちゃ！
ボ、ボク、バカにょにょ…
[wait][clear][end]"
msg_71,[end]
msg_72,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
キレイなにんげんにょにょ！
[wait][clear][end]"
msg_73,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
なんでユックリあるいてきたにょ？
[wait][clear][end]"
msg_74,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
ヘンなあるきかたにょにょ？
[wait][clear][end]"
msg_75,"[color(yellow)][var(msg_var_0)][color(white)]
にょ～ん！
オモシロイあるきかたにょにょ！
[wait][clear][end]"
msg_76,"[color(yellow)][var(msg_var_0)][color(white)]
にょ～ん！
ボクにちかづいてきたにょ！
オトモダチになりたいにょにょ！
[wait][clear][end]"
msg_77,"[color(yellow)][var(msg_var_0)][color(white)]
にょ～ん！
にょにょにょにょにょ～ん！
[wait][clear][end]"
msg_78,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
そのあるきかた、なんかキにいらないにょにょ！
[wait][clear][end]"
msg_79,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
ユックリちかづいてボクをおそうキにょ！
そのテはくわないにょにょ！
[wait][clear][end]"
msg_80,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
もっとキビキビあるくにょにょ！
[wait][clear][end]"
msg_81,[end]
msg_82,[end]
msg_83,[end]
msg_84,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
どうしたのかにゃ？
[wait][clear][end]"
msg_85,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
きになるにょ！
[wait][clear][end]"
msg_86,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
なんか、みられてるにょ！
[wait][clear][end]"
msg_87,[end]
msg_88,[end]
msg_89,[end]
msg_90,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
なに、みてるんだにょ！！
[wait][clear][end]"
msg_91,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
キミのめ、なんかアタマにくるにょ！
[wait][clear][end]"
msg_92,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
モンクあるかにょ！
[wait][clear][end]"
msg_93,"[color(yellow)][var(msg_var_0)][color(white)]
ぐちゃ！
きっと、いじめっコだにょ…
[wait][clear][end]"
msg_94,"[color(yellow)][var(msg_var_0)][color(white)]
ぐちゃ！
ボクは、よわむしなんだにょ…
[wait][clear][end]"
msg_95,"[color(yellow)][var(msg_var_0)][color(white)]
ぐちゃ！
みょみょみょみょ…
なぐらないで…
[wait][clear][end]"
msg_96,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
ボク「しんさいん」かにゃ？
[wait][clear][end]"
msg_97,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
えらんでイイかにゃ？
えらんでイイかにゃ？
[wait][clear][end]"
msg_98,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
どっちもオナジにみえるにょ！？
[wait][clear][end]"
msg_99,"[color(yellow)][var(msg_var_0)][color(white)]
にょ～ん！
たのまれるってキモチいいにょ～！
[wait][clear][end]"
msg_100,"[color(yellow)][var(msg_var_0)][color(white)]
にょ～ん！
もっと「たより」にしてもイイんだにょ～！
[wait][clear][end]"
msg_101,"[color(yellow)][var(msg_var_0)][color(white)]
にょ～ん！
なんでも、おまかせにょ～！
[wait][clear][end]"
msg_102,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
ふたりとも、トロけぐあいがたりないにょ！
ジュクしてから、またくるにょ！
[wait][clear][end]"
msg_103,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
にんげんなんかにキョーミないにょにょ！
チョーシにのるにゃ！
[wait][clear][end]"
msg_104,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
どっちもオナジにょ！
メクソハナクソにょにょ！
[wait][clear][end]"
msg_105,"[color(yellow)][var(msg_var_0)][color(white)]
ぐちゃ！
キ、キンチョーだにょ…
[wait][clear][end]"
msg_106,[end]
msg_107,"[color(yellow)][var(msg_var_0)][color(white)]
ぐちゃ！
セ、セキニンジューダイだにょ…
[wait][clear][end]"
msg_108,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
にんげんって、やさしいのかにゃ？
[wait][clear][end]"
msg_109,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
ともだちになってくれるのかにゃ？
[wait][clear][end]"
msg_110,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
ボクはキミたちがシンパイにょにょ…
[wait][clear][end]"
msg_111,"[color(yellow)][var(msg_var_0)][color(white)]
にょ～ん！
とろけるやさしさにょ～ん！
[wait][clear][end]"
msg_112,"[color(yellow)][var(msg_var_0)][color(white)]
にょ～ん！
かんしゃカンゲキでボクとろけちゃうにょ～！
[wait][clear][end]"
msg_113,"[color(yellow)][var(msg_var_0)][color(white)]
にょ～ん！
やさしいにょ～…
[wait][clear][end]"
msg_114,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
キミたち、ウソツキのメだにょにょ！
ダマされないにょにょ！
[wait][clear][end]"
msg_115,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
やさしいフリして、ボクをコロスにょ！
カンタンには、やられないにょにょ！
[wait][clear][end]"
msg_116,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
そうやってナカマがいっぱいヤラれたにょ！
にんげんは、しんようできないにょにょ！
[wait][clear][end]"
msg_117,[end]
msg_118,[end]
msg_119,[end]
msg_120,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
ツギはボクかにゃ？
[wait][clear][end]"
msg_121,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
ボクだったら、もっとたのしい「おへんじ」
できるにょにょ…
[wait][clear][end]"
msg_122,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
ユーメージンかにゃ？
[wait][clear][end]"
msg_123,"[color(yellow)][var(msg_var_0)][color(white)]
にょ～ん！
シッカリおへんじ、エライにょにょ！
[wait][clear][end]"
msg_124,"[color(yellow)][var(msg_var_0)][color(white)]
にょ～ん！
きっとユーメージンにょにょ！
[wait][clear][end]"
msg_125,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
ボクをムシして、なんのつもりにょ！
[wait][clear][end]"
msg_126,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
それ、ボクがさきだにょ！
シツレイだにょ！
[wait][clear][end]"
msg_127,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
これでボクのおはなし、ききにこなきゃ
ホントにおこっちゃうにょにょ！
[wait][clear][end]"
msg_128,[end]
msg_129,[end]
msg_130,[end]
