﻿msg_0,"[color(yellow)]若い女[color(white)]
最近やなニュースばっかりでさぁ、遊んでストレス
解消しないと、やってらんないよね。
で、遊ぶならやっぱり夢崎でしょ。[wait][clear][color(yellow)]若い女[color(white)]
アミューズメントセンター、ムー大陸に、
スタジオ付きのＣＤショップ、ギガ・マッチョ。[delay(10)]
スポーツクラブ、ＧＯＬＤもサイコーだし。[wait][clear][color(yellow)]若い女[color(white)]
これでいいオトコが見つかれば
いうことないんだけどなぁ。[wait][clear][end]"
msg_1,"[color(yellow)]若い女[color(white)]
犯人は誰だか知らないけど、ＪＯＫＥＲ狩りって
悪くないんじゃないの？
だって、ＪＯＫＥＲってヤバいし。[wait][clear][color(yellow)]若い女[color(white)]
いなくなるぶんにはいいんじゃないかなー
呪いなんかしてＪＯＫＥＲになったんだから、
自業自得よねー[wait][clear][end]"
msg_2,"[color(yellow)]若い女[color(white)]
最近、どのテレビもＪＯＫＥＲ事件ばっかでさ、
たまに好きなアイドルグループ、ＭＵＳＥＳが
出てても、例の望龍術占いのゲストでしょ？[wait][clear][color(yellow)]若い女[color(white)]
殺人事件も誘拐事件も嫌だけど、
テレビがつまらないのが一番問題よね。
はやく解決すればいいのに。[wait][clear][end]"
msg_3,"[color(yellow)]若い女[color(white)]
講演会が流行ってるみたいなんだけどぉ、
ちょっと行く気がしないのよねー
私、人に説教されるのって好きじゃないし。[wait][clear][color(yellow)]若い女[color(white)]
やっぱ生き方にポリシー持ってるっていうの？
私って、人とは違うんだよね。[wait][clear][end]"
msg_4,"[color(yellow)]若い女[color(white)]
なんか最近、変な夢ばっかみんのよね。
やってることはあんま変わんないんだけど、
夢の中で私のイメージが違うのよ。[wait][clear][color(yellow)]若い女[color(white)]
ありがちな女で無責任な事ばっかり
言ってるんだけど、なんかやな感じよねー
夢とはいえ自分なんだし…[wait][clear][end]"
msg_5,"[color(yellow)]若い女[color(white)]
しんせいじゅく、だか、じんせいらく、
だか知んないけど、いったい何考えてる訳？
穢れだとか、再生だとか言っちゃってさ。[wait][clear][color(yellow)]若い女[color(white)]
価値観なんて人それぞれなんだし、
世の中、今のままでじゅーぶんイケてるじゃん。
あとは景気さえ良くなればいいと思うな。[wait][clear][end]"
msg_6,"[color(yellow)]若い女[color(white)]
さっきの地震、マジ、デカかったよね…
やっぱヤバイのかな？どう思う？[wait][clear][color(yellow)]若い女[color(white)]
念のため貯金おろしといたけどー…
街がぶっ飛んだらお金、意味ないよねー
誰か何とかしてくんないかなぁ。[wait][clear][end]"
msg_7,"[color(yellow)]若い女[color(white)]
鳴海区の地下鉄工事現場で、
例の遺跡、見つかったって。
ほら、テレビでやってたやつ。[wait][clear][color(yellow)]若い女[color(white)]
え？見てない？
新世塾が掘ってたらしいよ。
もうやりたい放題だよね。[wait][clear][end]"
msg_8,"[color(yellow)]若い女[color(white)]
街が空飛んでるのに、当たり前な気がする。
頭の中にさ、なんかイメージがあるのよ。
これ、デジャ・ヴュっていうやつ？[wait][clear][color(yellow)]若い女[color(white)]
今にもっと悪い事が起こるよ。
きっと、テレビでやってたやつも全部、
本当になっちゃうよ。[wait][clear][end]"
msg_9,"[color(yellow)]若い女[color(white)]
どうせもうだめなんでしょ？
だったら一気に楽にしてよって感じ。
私、もう疲れちゃった。[wait][clear][end]"
