﻿msg_0,"パーティの人数が四人を超えています。
このままじゃハングします。
金田・片岡に連絡してください。
[wait][clear][end]"
msg_1,"[color(yellow)]うらら[color(white)]
ディスカウント系の薬屋さんっていいわよね。
安いし、品揃えいいし。でも、ちょ～っと不安。
ちゃんと薬の事を知ってるかねぇ？
[wait][clear][end]"
msg_2,"[color(yellow)]うらら[color(white)]
おかしいなぁ～？
最近の私、人生の裏街道を突っ走ってない？
極めて普通のＯＬだったのに、どーして？
[wait][clear][end]"
msg_3,"[color(yellow)]うらら[color(white)]
なんかオリジナルのテーマソングっていいよね。
みんなで作ろっか？歌詞に名前入れたりして！
…うらら～うらら～とか良くない？[delay(10)]…ヘイ！！
[wait][clear][end]"
msg_4,"[color(yellow)]克哉[color(white)]
さ、最近では甘いものが好きな男だって多いぞ！
おかし職人だって男性の方が多いじゃないか。
あ、天野君はおかし作りとか好きかい？
[wait][clear][end]"
msg_5,"[color(yellow)]克哉[color(white)]
一卵性の双子などは、他人に見分けがつかないが、
よく知る人…家族なんかには、すぐわかるらしい。
サトミ七姉妹も、わかる人にはわかるんだろう？
[wait][clear][end]"
msg_6,"[color(yellow)]克哉[color(white)]
最近この手の薬屋チェーンで、全店員に薬剤師の
免許を取らせた所があるそうだ。ここはどうかな？
…はぁ？[delay(10)]ヤクザ医師？[delay(10)]…あ、[delay(5)]天野君…
[wait][clear][end]"
msg_7,"[color(yellow)]克哉[color(white)]
警察を信じてくれ…とは言えないな。
ただ、勘違いはしないで欲しい。
不正などしない、正しい警官もいるんだ。
[wait][clear][end]"
msg_8,"[color(yellow)]克哉[color(white)]
サトミタダシ店内で流れる曲に洗脳効果がある！
…との疑いか。…捜査の必要があるかも？
しかし、今はそれどころじゃないな。
[wait][clear][end]"
msg_9,"[color(yellow)]かたおか[color(white)]
出ないハズなので削除
[wait][clear][end]"
msg_10,"[color(yellow)]パオフゥ[color(white)]
すげ～なぁ、このダイエット関連商品の量！
薬に頼り過ぎ！みんな自分に甘いんだよなぁ。
女は甘いもんが好きだから仕方ねぇか？
[wait][clear][end]"
msg_11,"[color(yellow)]パオフゥ[color(white)]
そっくりな血縁者とその違い…ワインと同じだな。
同じ種のブドウを使っても、作った畑や収穫した
時期で差が出る。銘柄だけじゃわからねぇ差だ。
[wait][clear][end]"
msg_12,"[color(yellow)]パオフゥ[color(white)]
他社と競争になった時、武器となるのは何か？
それは価格と信頼だ。もし価格に差がねぇのなら
客はみな、信頼できる方へ行くんじゃねぇか？
[wait][clear][end]"
