﻿msg_0,"[color(yellow)]水野編集長[color(white)]
来たわね…天野。
[sync][wait][clear][end]","[color(yellow)]미즈노 편집장[color(white)]
왔구나… 아마노.
[sync][wait][clear][end]"
msg_1,"[color(yellow)]水野編集長（みずのへんしゅうちょう）[color(white)]
[color(green)]舞耶と対立の絶えない、「クーレスト」の編集長。
典型的な仕事一筋のキャリアウーマン。
３０ウン歳にしてまだ独身。
[color(white)]
[sync][wait][clear][end]","[color(yellow)]미즈노 편집장[color(white)]
[color(green)]마야와 늘 부딪히는 「쿨리스트」의 편집장.
일밖에 모르는 전형적인 커리어우먼.
30대 중반의 나이에도 아직 독신이다.
[color(white)]
[sync][wait][clear][end]"
msg_2,"[color(yellow)]水野編集長[color(white)]
今日呼ばれた訳、解ってるわね？
あなたが出したインタビュー企画…
「噂の高校生の夢」ってあれ、ボツだから。
[sync][wait][clear][end]","[color(yellow)]미즈노 편집장[color(white)]
오늘 널 부른 이유, 알고 있겠지?
네가 낸 인터뷰 기획…
「소문의 고등학생의 꿈」 그거, 취소됐어.
[sync][wait][clear][end]"
msg_3,"[color(yellow)]水野編集長[color(white)]
つまんないのよね。
インパクトが無いのよ。
今日び、誰が青臭いガキの夢なんて読みたがる？
[sync][wait][clear][end]","[color(yellow)]미즈노 편집장[color(white)]
따분하잖아. 임팩트도 없고 말이야.
요즘 누가 풋내 나는 애송이 꿈 따윌
읽고 싶어 하겠어?
[sync][wait][clear][end]"
msg_4,"今日び、誰が青臭いガキの夢なんて読みたがる？
[end_choice][clear][end]","요즘 누가 풋내 나는 애송이 꿈 따윌 읽고 싶어 하겠어?
[end_choice][clear][end]"
msg_4_Choice1,はぁ…,하아…
msg_4_Choice2,でも、大事なことだと思います。,"하지만, 중요한 일이라고 생각합니다."
msg_5,"[color(yellow)]水野編集長[color(white)]
気のない返事ね…
まあいいわ。
あなたには、ＪＯＫＥＲの噂を取材してもらう。
[sync][wait][clear][end]","[color(yellow)]미즈노 편집장[color(white)]
영혼 없는 대답이군… 뭐, 됐어.
너한테는 JOKER 소문을 취재하게 할 거야.
[sync][wait][clear][end]"
msg_6,"[color(yellow)]水野編集長[color(white)]
最近の連続猟奇殺人事件、子供の間じゃ、
ＪＯＫＥＲ様の仕業だって噂されてるの、
知ってるわよね？
[sync][wait][clear][end]","[color(yellow)]미즈노 편집장[color(white)]
최근에 그 연쇄 엽기 살인 사건, 아이들 사이에선
JOKER 님의 소행이라고 소문이 돌고 있는 거,
알고 있지?
[sync][wait][clear][end]"
msg_7,"[color(yellow)]水野編集長[color(white)]
七姉妹学園に行って、それを取材してきなさい。
バイトの黛は、今回の仕事から外すわ。
あなた一人でやるのよ。
[sync][wait][clear][end]","[color(yellow)]미즈노 편집장[color(white)]
칠자매 학원에 가서 그걸 취재해 와.
알바생 마유즈미는 이번 일에서 빼겠어.
너 혼자 하는 거야.
[sync][wait][clear][end]"
msg_8,"[color(yellow)]水野編集長[color(white)]
わかってると思うけど…
当然、今日あなたが出していた
午後半休届けも却下よ。
[sync][wait][clear][end]","[color(yellow)]미즈노 편집장[color(white)]
알고 있겠지만…
당연히, 오늘 네가 냈던
오후 반차 신청도 기각이야.
[sync][wait][clear][end]"
msg_9,"[color(yellow)]水野編集長[color(white)]
嫌なら会社辞めなさい。
代わりはいくらでもいるんだから。
さ、分かったら行って頂戴。私は忙しいのよ。
[sync][wait][clear][end]","[color(yellow)]미즈노 편집장[color(white)]
싫으면 회사 그만둬.
대신할 사람은 얼마든지 있으니까.
자, 알았으면 가봐. 난 바쁘거든.
[sync][wait][clear][end]"
msg_10,"[color(yellow)]水野編集長[color(white)]
また口答えする気！？
あなたには、ＪＯＫＥＲの噂を取材してもらう。
これは決定よ！
[sync][wait][clear][end]","[color(yellow)]미즈노 편집장[color(white)]
또 말대꾸할 생각이야?!
너는 JOKER 소문을 취재하게 할 거야.
이건 결정된 사항이라고!
[sync][wait][clear][end]"
