﻿msg_0,"[color(yellow)]南条[color(white)]
研究室か。
ここのデータさえ見ることができれば、
何を研究していたかわかりそうだな。
[wait][clear][end]"
msg_1,"[color(yellow)]パオフゥ[color(white)]
３分待ってろ…
お宝を引きずり出してやる。
[wait][clear][end]"
msg_2,"[color(yellow)]克哉[color(white)]
これは…！？
[wait][clear][end]"
msg_3,"[color(yellow)]パオフゥ[color(white)]
「能力者からＪＯＫＥＲを分離する基礎研究」…
「二足歩行駆動系の制御に関する、
人体からの脊髄神経移植の考察」…
[wait][clear][end]"
msg_4,"[color(yellow)]うらら[color(white)]
ＪＯＫＥＲ使いからＪＯＫＥＲを分離する…？
何のために！？
[wait][clear][end]"
msg_5,"[color(yellow)]南条[color(white)]
待ってください。
元になった研究があると書いてある。
[wait][clear][end]"
msg_6,"[color(yellow)]パオフゥ[color(white)]
「人工的にペルソナ能力を発現させる応用研究
及びその理論的考察神取鷹久」
[sync][wait][clear][end]"
msg_7,"[color(yellow)]南条[color(white)]
神取…！
噂は…本当だったのか…！？
[wait][clear][end]"
msg_8,"[color(yellow)]パオフゥ[color(white)]
…とても今読める量じゃねぇな。
まるごとハードディスクに落とす。
元データはクラッシュさせるぞ。
[wait][clear][end]"
msg_9,"[color(yellow)]うらら[color(white)]
ちょっと…
向こうのでっかいの、何なのさ…
[wait][clear][end]"
