﻿msg_0,"[color(yellow)]イゴール[color(white)]
ＪＯＫＥＲとは心の影…
心は光と影があって初めて成り立つもの。
単純に消せばいいというものではありませんぞ。
[wait][clear][end]"
msg_1,"[color(yellow)]イゴール[color(white)]
今は無意識の海へと帰しましたが、
心に隙あらばいつでも立ち上ってまいります。
あとは芹沢様次第ですな。

[sync][wait][clear][end]"
msg_2,"[color(yellow)]うらら[color(white)]
う…
マ…マーヤ…？
[sync][wait][clear][end]"
msg_3,"[color(yellow)]克哉[color(white)]
気が付いたか…
芹沢君、ひとまずは安心していい。
だが…
[sync][wait][clear][end]"
msg_4,"[color(yellow)]うらら[color(white)]
「私次第」…でしょ？
なんとなく…聞こえてたから…
[wait][clear][end]"
msg_5,"[color(yellow)]うらら[color(white)]
本当ごめん…マーヤ…
許してくれなんて言えないけど…
私もついて行っていい…？
[wait][clear][end]"
msg_6,"[color(yellow)]うらら[color(white)]
その…
借りは必ず返しなさいって、おばあちゃんからも
言われてるし…
[wait][clear][end]"
msg_7,"[color(yellow)]うらら[color(white)]
ありがと…マーヤ…
[wait][clear][end]"
msg_8,"[color(yellow)]杏奈の声[color(white)]
もしもし…天野さん？
私…吉栄杏奈…
出版社の黛って人から電話番号聞いたの…
[wait][clear][end]"
msg_9,"[color(yellow)]杏奈の声[color(white)]
ノリコが突然ＪＯＫＥＲになって…
誰かにさらわれたわ。
あの子、呪いしてたみたい…
[wait][clear][end]"
msg_10,"[color(yellow)]杏奈の声[color(white)]
同じ様にさらわれた人、みんなクラブ…
ゾディアックに連れて行かれてるって噂よ…
私、今からそこに行ってみる。
[wait][clear][end]"
msg_11,"[color(yellow)]杏奈の声[color(white)]
時計台で助けてくれたお礼だから…
それじゃ。
[wait][clear][end]"
msg_12,"[color(yellow)]克哉[color(white)]
轢き逃げ犯と校長殺しを依頼したのは、
そのノリコという生徒だったのか…
[wait][clear][end]"
msg_13,"[color(yellow)]克哉[color(white)]
しかし、ＪＯＫＥＲ使いが拉致されてるとは
どういうことなんだ！？
[wait][clear][end]"
msg_14,"[color(yellow)]パオフゥ[color(white)]
そのクラブに行ってみりゃわかるだろうよ…
さっさと行こうや。
嫌な予感がしやがるぜ…
[wait][clear][end]"
