﻿msg_0,"[color(yellow)]ゆきの[color(white)]
舞耶さん、芹沢さんって人から電話ありましたよ。
受付に迎えに来るって言ってたけど…
来たら内線あるんじゃないかな？
[sync][wait][clear][end]","[color(yellow)]유키노[color(white)]
마야 씨, 세리자와 씨라는 분이 전화하셨어요.
접수처에 마중 오신다고 하셨는데…
오시면 내선 전화가 오지 않을까요?
[sync][wait][clear][end]"
msg_1,"[color(yellow)]黛ゆきの（まゆずみゆきの）[color(white)]
[color(green)]舞耶の相棒だったカメラマン（見習い）。
本来はキスメット出版の社員ではなく、
関係者の藤井が雇うバイト助手。[color(white)]
[sync][wait][clear][end]","[color(yellow)]마유즈미 유키노[color(white)]
[color(green)]마야의 파트너였던 카메라맨(수습).
본래는 키스멧 출판의 사원이 아니라 관계자인
후지이가 고용한 아르바이트 조수.
[color(white)]
[sync][wait][clear][end]"
msg_2,"[color(yellow)]ゆきの[color(white)]
そう言えば、お見合いパーティ行くんでしたっけ？
アタシら、土日もへったくれもないからねぇ…
たまには、思い切り羽伸ばしてくるといいよ。
[sync][wait][clear][end]","[color(yellow)]유키노[color(white)]
그러고 보니, 맞선 파티 가기로 했었나?
우리들, 주말도 뭐 그런 거 없으니까 말이지…
가끔은 마음껏 날개 펴고 다녀와도 좋을 거야.
[sync][wait][clear][end]"
msg_3,"[color(yellow)]ゆきの[color(white)]
え？仕事で半休取り消しにされたって！？
そんな横暴なことあるもんか！
アタシが文句言ってやるよ！！
[sync][wait][clear][end]","[color(yellow)]유키노[color(white)]
뭐? 일 때문에 반차 취소됐다고!?
그런 횡포가 있을 수 있나!
내가 항의해 줄게!!
[sync][wait][clear][end]"
msg_4,"アタシが文句言ってやるよ！！
[end_choice][clear][end]",내가 항의해 줄게!! [end_choice][clear][end]
msg_4_Choice1,ありがとうユッキー、私なら大丈夫だから…,"고마워 유키, 난 괜찮으니까…"
msg_4_Choice2,レッツ・ポジティブシンキング！へっちゃらよ,레츠 포지티브 싱킹! 괜찮아.
msg_5,"[color(yellow)]ゆきの[color(white)]
アタシとのコンビも解消なんて、
なんて見え透いた嫌がらせだい…
負けちゃダメだよ、舞耶さん！
[sync][wait][clear][end]","[color(yellow)]유키노[color(white)]
나와의 콤비도 해체라니,
참으로 뻔한 괴롭힘이야…
지지 말아요, 마야 씨!
[sync][wait][clear][end]"
msg_6,"[color(yellow)]ゆきの[color(white)]
そうだ。セブンスへの取材なら、
アタシの恩師がいるから連絡しておいてあげるよ。
黛の紹介って言えば、悪いようにはしないさ。
[sync][wait][clear][end]","[color(yellow)]유키노[color(white)]
그래. 칠자매에 대한 취재라면, 내 은사가 있으니 연락해 둘게.
마유즈미의 소개라고 하면, 잘 대해 주실 거야.
[sync][wait][clear][end]"
msg_7,"[color(yellow)]藤井[color(white)]
やれやれ…水野女史にも困ったもんだな。
ユッキーと一緒じゃないと君も寂しいだろうが、
これも給料分さ。頑張れよ、マッキー。
[sync][wait][clear][end]","[color(yellow)]후지이[color(white)]
아이고… 미즈노 씨도 참 난감하네.
유키와 함께 있지 않으면 너도 외로울 테지만,
이것도 월급 값이야. 힘내, 마키.
[sync][wait][clear][end]"
msg_8,"[color(yellow)]藤井俊介（ふじいしゅんすけ）[color(white)]
[color(green)]クーレストの依頼で出入りするフリーカメラマン。
ゆきのが敬愛する雇い主でもある。
ゆきのをユッキー、舞耶をマッキーと呼ぶ。[color(white)]
[sync][wait][clear][end]","[color(yellow)]후지이 슌스케[color(white)]
[color(green)]쿨리스트의 의뢰로 드나드는 프리 카메라맨.
유키노가 존경하는 고용주이기도 하다.
유키노를 유키, 마야를 마키라고 부른다.
[color(white)]
[sync][wait][clear][end]"
msg_9,"[color(yellow)]藤井[color(white)]
やれやれ…水野女史にも困ったもんだな。
ユッキーと一緒じゃないと君も寂しいだろうが、
これも給料分さ。頑張れよ、マッキー。
[sync][wait][clear][end]","[color(yellow)]후지이[color(white)]
아이고… 미즈노 씨도 참 난감하네.
유키와 함께 있지 않으면 너도 외로울 테지만,
이것도 월급 값이야. 힘내, 마키.
[sync][wait][clear][end]"
