﻿msg_0,"[color(yellow)]松岡[color(white)]
情報によれば、日輪丸は珠閒瑠湾の沖合い
洋上１０キロに停泊中…
[sync][wait][clear][end]"
msg_1,"[color(yellow)]松岡[color(white)]
外装は客船だが、内部には大幅な改造が施されて
いる模様…とのことです。
[sync][wait][clear][end]"
msg_2,"[color(yellow)]松岡[color(white)]
自衛隊は、陸自の第１５師団と海自の一部が
丸まる掌握されているようです…
[sync][wait][clear][end]"
msg_3,"[color(yellow)]松岡[color(white)]
永田町のお偉方もようやく気づき、
公安や防衛庁が事態の把握に躍起になっています…
[sync][wait][clear][end]"
msg_4,"[color(yellow)]南条[color(white)]
遅いな…
[sync][wait][clear][end]"
msg_5,"[color(yellow)]松岡[color(white)]
しかし、貴方がやろうとしている事も、
将来南条のトップに立つ者の行動ではない。
[sync][wait][clear][end]"
msg_6,"[color(yellow)]松岡[color(white)]
南条には力がある。
いくらでも沈める方法はあります。
ご自重なさい。
[sync][wait][clear][end]"
msg_7,"[color(yellow)]南条[color(white)]
だからこそ俺は行く。
今の俺には、その力の何たるかを見極める事が
必要なのだ…
[sync][wait][clear][end]"
msg_8,"[color(yellow)]南条[color(white)]
単なる相続を、良しとはできん。
[sync][wait][clear][end]"
msg_9,"[color(yellow)]松岡[color(white)]
…わかりました。
お好きになさい。
[sync][wait][clear][end]"
msg_10,"[color(yellow)]松岡[color(white)]
天野様…
圭様をお頼みします。
[sync][wait][clear][end]"
msg_11,"[color(yellow)]松岡[color(white)]
山岡さん…
坊ちゃんは正しく成長された。
貴方と…御友人のおかげだな…
[sync][wait][clear][end]"
msg_12,"[color(yellow)]松岡[color(white)]
私だ。
確認された「人型」の実戦が想定される。
何としてもデータを回収しろ。
[sync][wait][clear][end]"
msg_13,"[color(yellow)]松岡[color(white)]
今回の件から、南条の一切の痕跡を消せ。
南条はクリーンだ…
[sync][wait][clear][end]"
msg_14,"[color(yellow)]南条[color(white)]
情報によれば、日輪丸は珠閒瑠湾の沖合い
洋上１０キロに停泊中だ。
[sync][wait][clear][end]"
msg_15,"[color(yellow)]南条[color(white)]
外装は客船だが、内部には大幅な改造が施されて
いるらしい…気を付けろよ。
[sync][wait][clear][end]"
msg_16,"[color(yellow)]エリー[color(white)]
さすが南条の情報網ですわね。
ご心配なく。
無事に帰ってまいりますわ。
[sync][wait][clear][end]"
msg_17,"[color(yellow)]うらら[color(white)]
え～！？アンタが運転するってぇ～！？
[sync][wait][clear][end]"
msg_18,"[color(yellow)]うらら[color(white)]
アンタのは車で懲りてんのよぅ！！
絶対ダメだかんね！！
どきなさいって、ホラ！！
[sync][wait][clear][end]"
msg_19,"[color(yellow)]パオフゥ[color(white)]
遊んでねぇで下がってな…
[sync][wait][clear][end]"
msg_20,"[color(yellow)]パオフゥ[color(white)]
じゃ、借りてくぜ。
[sync][wait][clear][end]"
