﻿msg_0,"パーティの人数が四人を超えています。
このままじゃハングします。
金田・片岡に連絡してください。
[wait][clear][end]"
msg_1,"[color(yellow)]うらら[color(white)]
あいつ、海外に別荘持ってるとか言ってなかった？
信じちゃ駄目よ、全っ部、嘘っぱちなんだから。
ここで肌焼いてそれっぽくしてただけなのよ。
[wait][clear][end]"
msg_2,"[color(yellow)]うらら[color(white)]
男を見極めるポイント！
それは靴！[end]"
msg_3,"靴が汚い、安っぽい人は、
他が良くても実はダメダメ。注意しなさいよ！
[wait][clear][end]"
msg_4,"[color(yellow)]うらら[color(white)]
あのあんちゃんからは、
さぞや穢れが搾り取れるだろうねぇ。
なんなら講演会に連れて行ってやろうか。
[wait][clear][end]"
msg_5,"[color(yellow)]克哉[color(white)]
そう言えば、怪我や病気を治してしまう、
日焼けサロンがあると聞いてはいたが…
ここのことだったか。
[wait][clear][end]"
msg_6,"[color(yellow)]克哉[color(white)]
まあ…理由はどうあれ、
そう噂が流れたのなら本当なんだろう。
噂が現実になる事自体はデタラメだが…
[wait][clear][end]"
msg_7,"[color(yellow)]克哉[color(white)]
あの色白の娘…まだ学生じゃないか？
こんな時間にこんな場所にいていいのか？
管轄は違うが…一応連絡しておくか。
[wait][clear][end]"
msg_8,"[color(yellow)]克哉[color(white)]
しかし…穢れを集めることが可能だったとしても、
それを奴らは何に使うつもりだ…
穢れにどれほどの力がある？
[wait][clear][end]"
msg_9,"[color(yellow)]パオフゥ[color(white)]
その牧村とここの店主…
系が似てるとは思わねぇか？
案外、アレも女に恨みを買ってる口かもな。
[wait][clear][end]"
msg_10,"[color(yellow)]パオフゥ[color(white)]
一つ賭けをしてみないか？
芹沢がまた男に騙されるかどうか。
俺は騙される方に賭けさせてもらうぜ。
[wait][clear][end]"
msg_11,"[color(yellow)]パオフゥ[color(white)]
噂が現実になっちまうぐらいだ。
人の穢れって奴に、何か特別な力があっても、
不思議じゃあねぇ。何に使うかは分からんがな。
[wait][clear][end]"
msg_12,"[color(yellow)]南条[color(white)]
昔は色の白いは七難隠すといって、
女性は色白の方が良いとされてきましたが…
今は違うようですね。
[wait][clear][end]"
msg_13,"[color(yellow)]南条[color(white)]
奴らは俺達の存在に気付いている。
この講演会は、焦燥の現れなのか…
それとも…元々俺達のことなど眼中に無いのか…
[wait][clear][end]"
msg_14,"[color(yellow)]エリー[color(white)]
適度に日光を浴びるのは体にとても良いんですよ。
海外には、日光浴を治療法として
取り入れてる病院も沢山あるんですから。
[wait][clear][end]"
msg_15,"[color(yellow)]エリー[color(white)]
Ｋｅｉが見てきたという穢れ分離Ｍａｃｈｉｎｅ…
それはつまり人間から、
ＰＥＲＳＯＮＡを奪う装置という事なのかしら…
[wait][clear][end]"
msg_16,"[color(yellow)]牧村[color(white)]
そ…そうだ。
キミ、海外旅行なんか興味ない？
良かったら僕の別荘に招待するよ。
[wait][clear][end]"
msg_17,"[color(yellow)]牧村[color(white)]
…だから…だから助けておくれよ！
うららに殺されちゃうよ～
[wait][clear][end]"
msg_18,"[color(yellow)]あんちゃん[color(white)]
ハァイ、元気してるゥ？オレってイケてる？
よォこそォ、ビキニラインへ♥
[wait][clear][end]"
msg_19,"[color(yellow)]あんちゃん[color(white)]
おっとォ…、何だろうねェこの胸の高鳴りはァ～
もしかしてボク達相性サイコーかもよォ～
こりゃ、料金も勉強させてもらわなきゃねェ～
[wait][clear][end]"
msg_20,"[color(yellow)]あんちゃん[color(white)]
さァさァ、今日はどのコースをご希望かなァ～？
[end_choice][clear][end]"
msg_20_Choice1,回復してもらう
msg_20_Choice2,話をする
msg_20_Choice3,なにもしない
msg_20_Choice4,店の外に出る
msg_21,"[color(yellow)]あんちゃん[color(white)]
何を聞きたいのかな～？
[end_choice][clear][end]"
msg_21_Choice1,世間話をする
msg_21_Choice2,回復の説明を聞く
msg_21_Choice3,[if_all(EBIT_SINARIOFF)]非表示項目
msg_22,"[color(yellow)]あんちゃん[color(white)]
さァ、他に何かあるかなァ？
言って言って、どんどん言って！
ボクって結構つくすタイプだし。
[wait][clear][end]"
msg_23,"[color(yellow)]あんちゃん[color(white)]
日焼けは体に良くないなんて言うけど、
うちの場合はノープロブレーム。
なんたってスペシャルな光線使ってるからね。[wait][clear][color(yellow)]あんちゃん[color(white)]
肌を健康的な小麦色に変えるだけでなく、
本当に健康にしちゃうのよこれが。
病気も怪我も、うちの光を浴びれば一発回復よ。
[wait][clear][end]"
msg_24,"[color(yellow)]あんちゃん[color(white)]
え？講演会に行かないのかって？
大丈夫、オールオッケー！
なぜなら僕に穢れなんか無いからねェ。[wait][clear][color(yellow)]あんちゃん[color(white)]
真っ正直で純粋そのもの！
ピュアでシャイでデリケートな僕から、
一体なんの穢れを抜き取るって言うんだい？
[wait][clear][end]"
msg_25,"[color(yellow)]あんちゃん[color(white)]
あれェ～、もう帰っちゃうのォ？
寂しィ…寂しィよボクは。
だからまた来てよねェ～
[wait][clear][end]"
msg_26,"[color(yellow)]あんちゃん[color(white)]
あれぇ？だけどみんな元気みたいだネェ～
これで、うちの光浴びたら、元気になりすぎて
大変ヨ。見送った方が良くない？
[wait][clear][end]"
msg_27,"[color(yellow)]あんちゃん[color(white)]
じゃあ…キミだけ特別料金。
３０００円でいいよ。[wait][clear][end]"
msg_28,"[color(yellow)]あんちゃん[color(white)]
う～ん、相性バッチリなキミから
お金は取れないなァ。
だから半額の１５００円でいいよ。[wait][clear][end]"
msg_29,"[color(yellow)]あんちゃん[color(white)]
もっちろん回復するよねェ？
[end_choice][clear][end]"
msg_29_Choice1,はい
msg_29_Choice2,いいえ
msg_30,"[color(yellow)]あんちゃん[color(white)]
えェ～？いいの？治療。
受けといた方が、絶対いいのになァ～
寂しいなァ～[wait][clear][end]"
msg_31,[color(green)]舞耶達は回復した。[color(white)][wait][clear][end]
