﻿msg_0,"[color(yellow)]本庁の刑事[color(white)]
じゃあ、吉栄杏奈さんは、
金田にひき逃げされてから素行不良になったと…
[sync][wait][clear][end]","[color(yellow)]본청 형사[color(white)]
그럼, 요시에 안나 씨는
카네다에게 뺑소니를 당한 뒤부터 행실이 나빠졌다는...
[sync][wait][clear][end]"
msg_1,"[color(yellow)]冴子先生[color(white)]
そうは言ってません！
ただ、少しナーバスになってるだけです。
人殺しなんて、できる子じゃないわ！
[sync][wait][clear][end]","[color(yellow)]사에코 선생님[color(white)]
그렇게 말하지 않았습니다!
그저, 조금 예민해져 있을 뿐이에요.
사람을 죽일 수 있는 아이가 아니란 말입니다!
[sync][wait][clear][end]"
msg_2,"[color(yellow)]所轄の若い刑事[color(white)]
落ち着いてください、先生。
我々も、その生徒が被疑者と思っているわけでは
ありません。
[sync][wait][clear][end]","[color(yellow)]관할의 젊은 형사[color(white)]
진정하세요, 선생님.
저희도 그 학생이 피의자라고
생각하는 것은 아닙니다.
[sync][wait][clear][end]"
msg_3,"[color(yellow)]所轄の若い刑事[color(white)]
大体、あんな殺し方は、大の男でも…
[sync][wait][clear][end]","[color(yellow)]관할의 젊은 형사[color(white)]
대체로, 그런 살해 방식은 성인 남자라도…
[sync][wait][clear][end]"
msg_4,"[color(yellow)]本庁の刑事[color(white)]
[suou]巡査部長。
[sync][wait][clear][end]","[color(yellow)]본청 형사[color(white)]
스오우 경사.
[sync][wait][clear][end]"
msg_5,"[color(yellow)]本庁の刑事[color(white)]
まあ、そういうことなんですわ。
念のためです。
じゃあ、ご協力どうも。
[sync][wait][clear][end]","[color(yellow)]본청 형사[color(white)]
뭐, 그런 겁니다.
만약을 위해서예요.
그럼, 협조해 주셔서 감사합니다.
[sync][wait][clear][end]"
msg_6,"[color(yellow)]冴子先生[color(white)]
あの…克哉さん、でしたよね？
[suou]は…
[tatsuya]君は、家に戻りました？
[sync][wait][clear][end]","[color(yellow)]사에코 선생님[color(white)]
저기… 카츠야 씨, 맞으시죠?
스오우는…
타츠야군은, 집으로 돌아갔나요?
[sync][wait][clear][end]"
msg_7,"[color(yellow)]克哉[color(white)]
…いえ。まだ帰ってないそうです。
まったくどこで何をしているやら…
あのバカ者が…
[sync][wait][clear][end]","[color(yellow)]카츠야[color(white)]
…아니요. 아직 안 들어왔다고 합니다.
도대체 어디서 뭘 하고 다니는 건지…
그 바보 녀석이…
[sync][wait][clear][end]"
msg_8,"[color(yellow)][suou]克哉（[suou]かつや）[color(white)]
[color(green)]港南警察署、刑事一課強行犯係の若手刑事。
階級は巡査部長。
[tatsuya]という弟がいるらしい。[color(white)]
[sync][wait][clear][end]","[color(yellow)]스오우 카츠야 [color(white)]
[color(green)]코난 경찰서, 형사 1과 강력범계의 젊은 형사.
계급은 경사.
타츠야라는 남동생이 있는 듯하다.[color(white)]
[sync][wait][clear][end]"
msg_9,"[color(yellow)]克哉[color(white)]
先生にも、ご心配おかけして申し訳ありません。
では、失礼します。
[sync][wait][clear][end]","[color(yellow)]카츠야[color(white)]
선생님께도 심려를 끼쳐드려 죄송합니다.
그럼, 실례하겠습니다.
[sync][wait][clear][end]"
msg_10,"[color(yellow)]うらら[color(white)]
今の人たち…刑事さん？
[sync][wait][clear][end]","[color(yellow)]우라라[color(white)]
방금 그 사람들… 형사님들이야?
[sync][wait][clear][end]"
msg_11,"[color(yellow)]冴子先生[color(white)]
ええ…
[sync][wait][clear][end]","[color(yellow)]사에코 선생님[color(white)]
네…
[sync][wait][clear][end]"
msg_12,"[color(yellow)]冴子先生[color(white)]
えーと、キスメット出版の方？
黛から話は聞いてます。
うちの生徒たちに、取材したいんですって？
[sync][wait][clear][end]","[color(yellow)]사에코 선생님[color(white)]
어디 보자, 키스멧 출판사 분들이신가요?
마유즈미에게 이야기는 들었어요.
우리 학생들을 취재하고 싶으시다고요?
[sync][wait][clear][end]"
msg_13,"[color(yellow)]高見冴子（たかみさえこ）[color(white)]
[color(green)]七姉妹学園、通称セブンスの３－Ｂ担任。
男っぽくさっぱりとした性格と、
生徒の自主性を重んじる教育方針で慕われている。[color(white)]
[sync][wait][clear][end]","[color(yellow)]타카미 사에코 [color(white)]
[color(green)]칠자매 학원, 통칭 세븐스의 3-B 담임.
시원시원하고 털털한 성격과 학생의 자율성을 존중하는
교육 방침으로 신망이 두텁다. [color(white)]
[sync][wait][clear][end]"
msg_14,"[color(yellow)]うらら[color(white)]
ちゃちゃっと済ませて帰りますから！
お願いできます？
[sync][wait][clear][end]","[color(yellow)]우라라[color(white)]
후다닥 끝내고 돌아갈 테니까요!
부탁드려도 될까요?
[sync][wait][clear][end]"
msg_15,"[color(yellow)]冴子先生[color(white)]
構わないと思うけど…
あんまり生徒たちを刺激しないでね。
例の猟奇殺人で、皆落ち着かないみたいだから…
[sync][wait][clear][end]","[color(yellow)]사에코 선생님[color(white)]
상관없다고 생각하지만…
너무 학생들을 자극하지는 말아 줘요.
그 엽기 살인 사건 때문에 다들 어수선한 모양이라서…
[sync][wait][clear][end]"
msg_16,"[color(yellow)]うらら[color(white)]
まさか…何かあったとか？
[sync][wait][clear][end]","[color(yellow)]우라라[color(white)]
설마… 무슨 일이라도 있었던 거야?
[sync][wait][clear][end]"
msg_17,"[color(yellow)]冴子先生[color(white)]
生徒をひき逃げした男が、殺されたらしいの。
それが、猟奇殺人と関係あるらしくてね…
何もなきゃいいんだけど…
[sync][wait][clear][end]","[color(yellow)]사에코 선생님[color(white)]
학생을 뺑소니쳤던 남자가 살해당한 모양이야.
그게 그 엽기 살인 사건과 관련이 있는 것 같아서…
별일 없어야 할 텐데…
[sync][wait][clear][end]"
msg_18,"[color(yellow)]冴子先生[color(white)]
ＪＯＫＥＲ様の噂？
ああ、生徒たちが騒いでるやつね。
[sync][wait][clear][end]","[color(yellow)]사에코 선생님[color(white)]
JOKER 님의 소문?
아아, 학생들이 떠들어 대는 그거 말이구나.
[sync][wait][clear][end]"
msg_19,"[color(yellow)]冴子先生[color(white)]
自分の携帯から自分の携帯に電話して
ＪＯＫＥＲ様にお願いすると、
気に入らない人を殺してくれるってアレでしょ？
[wait][clear][end]","[color(yellow)]사에코 선생님[color(white)]
자기 휴대폰에서 자기 휴대폰으로 전화를 걸어
JOKER 님에게 부탁하면,
마음에 안 드는 사람을 죽여준다는 그 이야기 말이지?
[wait][clear][end]"
msg_20,"[color(yellow)]冴子先生[color(white)]
誰が言い出したんだか知らないけど、嫌な噂だね。
まだ、占いで騒いでる方が可愛げあるわ…
[sync][wait][clear][end]","[color(yellow)]사에코 선생님[color(white)]
누가 시작한 말인지는 모르겠지만, 기분 나쁜 소문이야.
차라리 점괘를 보면서 떠들썩해하던 때가 더 귀엽지…
[sync][wait][clear][end]"
msg_21,"[color(yellow)]冴子先生[color(white)]
とりあえず生徒達には、
教室に隠れておくよう伝えました。
早く警察の応援が来てくれるといいけど…
[wait][clear][end]","[color(yellow)]사에코 선생님[color(white)]
일단 학생들에게는,
교실에 숨어 있으라고 전달했어요.
빨리 경찰 지원이 와 주면 좋겠는데…
[wait][clear][end]"
msg_22,"[color(yellow)]うらら[color(white)]
そう言や、デジャ・ヴュの少年も、
ここの生徒みたいだって、アンタ言ってたわね。
ひょっとしたら会えるかもよ？
[wait][clear][end]","[color(yellow)]우라라[color(white)]
그러고 보니, 데자뷔의 소년도
여기 학생인 것 같다고 네가 말했었지.
어쩌면 만날 수 있을지도 몰라!
[wait][clear][end]"
msg_23,"[color(yellow)]うらら[color(white)]
ＪＯＫＥＲなんて、ただの噂だと思ってたから…
だから…私…
まさか噂が現実になるなんて…[wait][clear][end]","[color(yellow)]우라라[color(white)]
JOKER 같은 건, 그냥 헛소문이라고만 생각했으니까…
그래서… 난…
설마 소문이 현실이 될 줄은…[wait][clear][end]"
msg_24,"[color(yellow)]橿原先生[color(white)]
いや～どうも。
私、貴方の会社のオカルト雑誌のファンなんです。
ほら、月刊「メー」ってあるでしょう？
[wait][clear][end]","[color(yellow)]카시하라 선생님[color(white)]
이야~ 반갑습니다.
제가 그쪽 회사의 오컬트 잡지 팬이거든요.
그거 있잖아요, 월간 「메~」라고 있죠?
[wait][clear][end]"
msg_25,"[color(yellow)]橿原明成（かしはらあきなり）[color(white)]
[color(green)]３年生の学年主任を務める世界史教諭。
風変わりだが、優しい先生として慕われている。[color(white)]
[wait][clear][end]","[color(yellow)]카시하라 아키나리 [color(white)]
[color(green)]3학년 학년 부장을 맡고 있는 세계사 교사.
별난 구석이 있지만, 다정한 선생님으로 신망이 두텁다.[color(white)]
[wait][clear][end]"
msg_26,"[color(yellow)]橿原先生[color(white)]
私も昔は、古代文明のＵＦＯが街の地下にある！
なんて本を書いたりしたもんですが、ああいうのは
エンターテイメントとして楽しむのが一番ですね。
[wait][clear][end]","[color(yellow)]카시하라 선생님[color(white)]
저도 예전에는 '고대 문명의 UFO가 도시 지하에 있다!'
같은 책을 쓰기도 했습니다만,
그런 건 역시 엔터테인먼트로 즐기는 게 제일이죠.
[wait][clear][end]"
msg_27,"[color(yellow)]橿原先生[color(white)]
あの校長先生が殺されてしまうなんて…
も、もしや、ラストバタリオンが…
い…いや、そんな訳ありませんよね。
[wait][clear][end]","[color(yellow)]카시하라 선생님[color(white)]
그 교장 선생님께서 살해당하시다니…
호, 혹시 라스트 바탈리온이…
아… 아니, 그럴 리가 없겠죠.
[wait][clear][end]"
msg_28,"[color(yellow)]橿原明成（かしはらあきなり）[color(white)]
[color(green)]３年生の学年主任を務める世界史教諭。
風変わりだが、優しい先生として慕われている。[color(white)]
[wait][clear][end]","[color(yellow)]카시하라 아키나리 [color(white)]
[color(green)]3학년 학년 부장을 맡고 있는 세계사 교사.
별난 구석이 있지만, 다정한 선생님으로 신망이 두텁다.[color(white)]
[wait][clear][end]"
msg_29,"[color(yellow)]橿原先生[color(white)]
いや～どうも。
私、貴方の会社のオカルト雑誌のファンなんです。
ほら、月刊「メー」ってあるでしょう？
[wait][clear][end]","[color(yellow)]카시하라 선생님[color(white)]
이야~ 반갑습니다.
제가 그쪽 회사의 오컬트 잡지 팬이거든요.
그거 있잖아요, 월간 「메~」라고 있죠?
[wait][clear][end]"
msg_30,"[color(yellow)]橿原先生[color(white)]
私も昔は、古代文明のＵＦＯが街の地下にある！
なんて本を書いたりしたもんですが、ああいうのは
エンターテイメントとして楽しむのが一番ですね。
[wait][clear][end]","[color(yellow)]카시하라 선생님[color(white)]
저도 예전에는 '고대 문명의 UFO가 도시 지하에 있다!'
같은 책을 쓰기도 했습니다만,
그런 건 역시 엔터테인먼트로 즐기는 게 제일이죠.
[wait][clear][end]"
msg_31,"[color(yellow)]橿原先生[color(white)]
あの校長先生が殺されてしまうなんて…
も、もしや、ラストバタリオンが…
い…いや、そんな訳ありませんよね。
[wait][clear][end]","[color(yellow)]카시하라 선생님[color(white)]
그 교장 선생님께서 살해당하시다니…
호, 혹시 라스트 바탈리온이…
아… 아니, 그럴 리가 없겠죠.
[wait][clear][end]"
msg_32,"[color(yellow)]麻生先生[color(white)]
あーそう。当校の生徒を取材しに来たと。
だけどもう下校時間を過ぎてるので、
あまり生徒は残っておらんよ。
[wait][clear][end]","[color(yellow)]아소 선생님[color(white)]
아, 그래요. 우리 학교 학생들을 취재하러 왔다고.
하지만 이미 하교 시간이 지났기 때문에,
학생들이 그리 많이 남아있지는 않을 걸세.
[wait][clear][end]"
